"No","year","month","day","hour","pm2.5","No","avg","std"
38446,2014,5,21,21,150,38446,132.66666666666666,2.4944382578492976
38451,2014,5,22,2,165,38451,147.33333333333334,3.399346342395187
38455,2014,5,22,6,242,38455,196.33333333333334,15.107025591499545
38473,2014,5,23,0,73,38473,64,0.816496580927726
38477,2014,5,23,4,96,38477,79.33333333333333,4.109609335312651
38478,2014,5,23,5,109,38478,86.66666666666667,6.798692684790378
38494,2014,5,23,21,76,38494,59,1.632993161855452
38501,2014,5,24,4,99,38501,88.66666666666667,2.867441755680877
38513,2014,5,24,16,99,38513,83.33333333333333,4.109609335312651
38518,2014,5,24,21,91,38518,79,0
38522,2014,5,25,1,107,38522,91.66666666666667,2.8674417556808742
38523,2014,5,25,2,123,38523,98,6.48074069840786
38525,2014,5,25,4,140,38525,115.66666666666667,6.599663291074443
38541,2014,5,25,20,13,38541,8.666666666666666,0.9428090415820636
38542,2014,5,25,21,18,38542,10.333333333333334,2.054804667656325
38550,2014,5,26,5,15,38550,8.333333333333334,0.4714045207910318
38551,2014,5,26,6,20,38551,10.666666666666666,3.091206165165235
38557,2014,5,26,12,19,38557,15.333333333333334,0.47140452079103146
38558,2014,5,26,13,23,38558,16.666666666666668,1.6996731711975945
38568,2014,5,26,23,31,38568,28,0.816496580927726
38572,2014,5,27,3,39,38572,25,1.4142135623730951
38576,2014,5,27,7,94,38576,39.666666666666664,0.4714045207910321
38588,2014,5,27,19,14,38588,12.333333333333334,0.4714045207910318
38595,2014,5,28,2,19,38595,12.666666666666666,0.4714045207910318
38596,2014,5,28,3,27,38596,14.666666666666666,3.091206165165235
38598,2014,5,28,5,38,38598,24.333333333333332,3.7712361663282534
38602,2014,5,28,9,49,38602,43.666666666666664,0.47140452079103085
38607,2014,5,28,14,29,38607,18,2.449489742783178
38615,2014,5,28,22,39,38615,32.666666666666664,0.9428090415820642
38622,2014,5,29,5,54,38622,41.333333333333336,2.4944382578492936
38624,2014,5,29,7,78,38624,53.333333333333336,7.363574011458173
38635,2014,5,29,18,30,38635,13.666666666666666,4.496912521077347
38638,2014,5,29,21,63,38638,32.333333333333336,4.02768199119819
38641,2014,5,30,0,79,38641,63,0
38643,2014,5,30,2,96,38643,71,6.531972647421808
38649,2014,5,30,8,88,38649,69,2.8284271247461903
38652,2014,5,30,11,104,38652,87,1.4142135623730951
38656,2014,5,30,15,107,38656,99.66666666666667,0.47140452079103085
38670,2014,5,31,5,115,38670,90,4.898979485566356
38673,2014,5,31,8,125,38673,112.66666666666667,3.2998316455372234
38676,2014,5,31,11,132,38676,125,1.632993161855452
38680,2014,5,31,15,139,38680,123.66666666666667,3.3993463423951886
38685,2014,5,31,20,143,38685,134.33333333333334,2.494438257849292
38695,2014,6,1,6,59,38695,49,2.449489742783178
38703,2014,6,1,14,37,38703,31.333333333333332,1.6996731711975952
38705,2014,6,1,16,62,38705,35.666666666666664,1.8856180831641272
38726,2014,6,2,13,31,38726,20.666666666666668,2.494438257849294
38731,2014,6,2,18,34,38731,29,1.4142135623730951
38733,2014,6,2,20,44,38733,31.333333333333332,2.494438257849294
38737,2014,6,3,0,57,38737,45.666666666666664,2.054804667656326
38739,2014,6,3,2,64,38739,52.666666666666664,3.6817870057290873
38752,2014,6,3,15,36,38752,27.666666666666668,2.0548046676563256
38753,2014,6,3,16,43,38753,31.333333333333332,3.39934634239519
38755,2014,6,3,18,54,38755,40.666666666666664,3.299831645537222
38763,2014,6,4,2,62,38763,48.333333333333336,1.2472191289246473
38764,2014,6,4,3,77,38764,52.333333333333336,6.847546194724711
38768,2014,6,4,7,107,38768,86,2.160246899469287
38787,2014,6,5,2,57,38787,53.5,0.5
38788,2014,6,5,3,80,38788,55,2
38792,2014,6,5,7,108,38792,89.66666666666667,4.496912521077346
38801,2014,6,5,16,49,38801,43.666666666666664,0.9428090415820629
38802,2014,6,5,17,56,38802,45.666666666666664,2.494438257849295
38806,2014,6,5,21,68,38806,58,2.160246899469287
38808,2014,6,5,23,81,38808,66,4.320493798938574
38811,2014,6,6,2,108,38811,85.5,4.5
38828,2014,6,6,19,9,38828,6.666666666666667,0.4714045207910316
38832,2014,6,6,23,17,38832,10.666666666666666,0.9428090415820632
38846,2014,6,7,13,5,38846,3.3333333333333335,0.4714045207910317
38849,2014,6,7,16,7,38849,5,0
38851,2014,6,7,18,9,38851,6,0.816496580927726
38853,2014,6,7,20,19,38853,7.666666666666667,1.247219128924647
38856,2014,6,7,23,38,38856,23.666666666666668,3.2998316455372216
38858,2014,6,8,1,69,38858,32,6
38866,2014,6,8,9,45,38866,25.333333333333332,0.47140452079103146
38876,2014,6,8,19,25,38876,13.666666666666666,3.7712361663282534
38878,2014,6,8,21,44,38878,24.666666666666668,4.496912521077347
38904,2014,6,9,23,49,38904,24,5.0990195135927845
38907,2014,6,10,2,67,38907,53.333333333333336,4.189935029992177
38915,2014,6,10,10,99,38915,80.33333333333333,3.091206165165236
38928,2014,6,10,23,94,38928,86.66666666666667,1.2472191289246468
38929,2014,6,11,0,103,38929,88.66666666666667,3.8586123009300737
38931,2014,6,11,2,114,38931,99.33333333333333,3.8586123009300755
38950,2014,6,11,21,40,38950,18.666666666666668,1.247219128924647
38956,2014,6,12,3,50,38956,35.666666666666664,1.8856180831641272
38971,2014,6,12,18,20,38971,12.666666666666666,1.8856180831641265
38972,2014,6,12,19,30,38972,14.666666666666666,4.109609335312651
38976,2014,6,12,23,50,38976,40.666666666666664,2.4944382578492936
38977,2014,6,13,0,64,38977,44,4.898979485566356
38978,2014,6,13,1,99,38978,50.666666666666664,10.624918300339486
38982,2014,6,13,5,121,38982,107.66666666666667,2.054804667656325
38993,2014,6,13,16,48,38993,38,2.943920288775949
39014,2014,6,14,13,35,39014,25.666666666666668,3.091206165165234
39015,2014,6,14,14,46,39015,29.333333333333332,4.921607686744467
39022,2014,6,14,21,70,39022,57,2.160246899469287
39023,2014,6,14,22,90,39023,62.333333333333336,5.436502143433363
39029,2014,6,15,4,153,39029,120,8.286535263104035
39039,2014,6,15,14,105,39039,88.33333333333333,4.921607686744466
39040,2014,6,15,15,130,39040,92,9.626352718795768
39048,2014,6,15,23,113,39048,75,10.03327796219494
39054,2014,6,16,5,148,39054,119.66666666666667,7.586537784494027
39073,2014,6,17,0,176,39073,109.33333333333333,4.642796092394708
39083,2014,6,17,10,40,39083,28.333333333333332,3.299831645537222
39086,2014,6,17,13,77,39086,45.333333333333336,3.8586123009300746
39087,2014,6,17,14,103,39087,57.666666666666664,13.695092389449425
39097,2014,6,18,0,75,39097,60.333333333333336,3.091206165165234
39112,2014,6,18,15,47,39112,16.5,5.5
39115,2014,6,18,18,83,39115,47,0
39118,2014,6,18,21,108,39118,80,2.449489742783178
39130,2014,6,19,9,191,39130,138,15.937377450509228
39145,2014,6,20,0,78,39145,73,0.816496580927726
39146,2014,6,20,1,89,39146,74.66666666666667,2.4944382578492927
39152,2014,6,20,7,63,39152,42.666666666666664,3.8586123009300746
39161,2014,6,20,16,17,39161,11,0.816496580927726
39164,2014,6,20,19,38,39164,19,1.4142135623730951
39165,2014,6,20,20,61,39165,26,8.48528137423857
39166,2014,6,20,21,94,39166,39.666666666666664,16.77961726487096
39173,2014,6,21,4,76,39173,70.33333333333333,0.47140452079103334
39186,2014,6,21,17,57,39186,52.666666666666664,1.2472191289246473
39187,2014,6,21,18,66,39187,53.666666666666664,2.494438257849295
39195,2014,6,22,2,23,39195,16.333333333333332,1.2472191289246475
39201,2014,6,22,8,38,39201,17.666666666666668,2.054804667656325
39234,2014,6,23,17,26,39234,17,0.816496580927726
39238,2014,6,23,21,34,39238,26.333333333333332,1.699673171197595
39241,2014,6,24,0,43,39241,30.333333333333332,2.6246692913372702
39244,2014,6,24,3,59,39244,45.666666666666664,3.0912061651652354
39257,2014,6,24,16,54,39257,41.333333333333336,4.189935029992177
39267,2014,6,25,2,62,39267,53.333333333333336,0.9428090415820629
39269,2014,6,25,4,69,39269,58,3.265986323710904
39270,2014,6,25,5,77,39270,63,4.546060565661952
39277,2014,6,25,12,85,39277,74.33333333333333,0.47140452079103334
39278,2014,6,25,13,93,39278,78,4.96655480858378
39280,2014,6,25,15,109,39280,91.33333333333333,4.642796092394708
39283,2014,6,25,18,128,39283,106.66666666666667,6.342099196813481
39288,2014,6,25,23,150,39288,125.33333333333333,7.03957069398096
39290,2014,6,26,1,185,39290,147.33333333333334,10.78064108586415
39305,2014,6,26,16,106,39305,67,4.546060565661952
39312,2014,6,26,23,75,39312,63.666666666666664,3.0912061651652354
39321,2014,6,27,8,15,39321,4.666666666666667,0.9428090415820634
39333,2014,6,27,20,18,39333,12.333333333333334,0.9428090415820636
39334,2014,6,27,21,27,39334,14,2.943920288775949
39339,2014,6,28,2,35,39339,25,2.449489742783178
39357,2014,6,28,20,26,39357,12,4.242640687119285
39362,2014,6,29,1,54,39362,27.666666666666668,2.054804667656325
39368,2014,6,29,7,50,39368,31,4.546060565661952
39369,2014,6,29,8,77,39369,35.333333333333336,10.498677165349081
39373,2014,6,29,12,60,39373,43,5.0990195135927845
39381,2014,6,29,20,62,39381,34.333333333333336,3.39934634239519
39389,2014,6,30,4,84,39389,64.66666666666667,4.02768199119819
39390,2014,6,30,5,104,39390,70.33333333333333,10.338708279513883
39396,2014,6,30,11,71,39396,63.333333333333336,1.6996731711975948
39397,2014,6,30,12,93,39397,65.33333333333333,4.18993502999218
39407,2014,6,30,22,59,39407,45.333333333333336,4.496912521077347
39412,2014,7,1,3,63,39412,58.666666666666664,0.4714045207910321
39413,2014,7,1,4,76,39413,60,2.160246899469287
39422,2014,7,1,13,116,39422,104,1.4142135623730951
39427,2014,7,1,18,141,39427,121.66666666666667,0.47140452079103334
39428,2014,7,1,19,163,39428,128,9.201449161228174
39436,2014,7,2,3,43,39436,30.333333333333332,2.8674417556808756
39438,2014,7,2,5,65,39438,40.666666666666664,4.784233364802442
39449,2014,7,2,16,78,39449,67.33333333333333,3.3993463423951913
39452,2014,7,2,19,98,39452,80,2.8284271247461903
39458,2014,7,3,1,134,39458,107.33333333333333,4.4969125210773475
39459,2014,7,3,2,169,39459,118.33333333333333,11.085526098877262
39466,2014,7,3,9,280,39466,257.3333333333333,5.436502143433368
39478,2014,7,3,21,206,39478,154.66666666666666,4.642796092394706
39481,2014,7,4,0,295,39481,231,18.457157599876172
39497,2014,7,4,16,178,39497,137.66666666666666,0.9428090415820667
39525,2014,7,5,20,91,39525,74.66666666666667,3.299831645537221
39526,2014,7,5,21,107,39526,81.66666666666667,6.599663291074442
39527,2014,7,5,22,157,39527,91.66666666666667,12.256517540566822
39531,2014,7,6,2,233,39531,191,11.343133018115703
39546,2014,7,6,17,158,39546,152,1.4142135623730951
39547,2014,7,6,18,168,39547,153.66666666666666,3.2998316455372247
39549,2014,7,6,20,184,39549,164.33333333333334,4.496912521077346
39563,2014,7,7,10,88,39563,81.33333333333333,1.8856180831641258
39564,2014,7,7,11,103,39564,82.66666666666667,3.7712361663282516
39565,2014,7,7,12,132,39565,90.33333333333333,9.533566430716728
39574,2014,7,7,21,223,39574,189.66666666666666,1.6996731711975925
39597,2014,7,8,20,16,39597,9.666666666666666,1.247219128924647
39598,2014,7,8,21,49,39598,11.333333333333334,3.39934634239519
39601,2014,7,9,0,55,39601,45.333333333333336,2.8674417556808764
39603,2014,7,9,2,85,39603,50,5.715476066494082
39617,2014,7,9,16,14,39617,9,0.816496580927726
39619,2014,7,9,18,22,39619,12.666666666666666,1.8856180831641267
39620,2014,7,9,19,32,39620,16.666666666666668,3.771236166328253
39627,2014,7,10,2,52,39627,32.333333333333336,3.0912061651652354
39628,2014,7,10,3,70,39628,38,10.198039027185569
39640,2014,7,10,15,35,39640,16.666666666666668,1.2472191289246468
39644,2014,7,10,19,24,39644,17.333333333333332,0.4714045207910321
39647,2014,7,10,22,40,39647,27.666666666666668,2.867441755680875
39652,2014,7,11,3,58,39652,51,2.160246899469287
39654,2014,7,11,5,64,39654,56.333333333333336,2.357022603955158
39664,2014,7,11,15,16,39664,10,1.4142135623730951
39669,2014,7,11,20,28,39669,14.333333333333334,3.858612300930075
39673,2014,7,12,0,46,39673,33.333333333333336,1.2472191289246464
39692,2014,7,12,19,17,39692,12,0
39695,2014,7,12,22,22,39695,17.333333333333332,1.2472191289246475
39697,2014,7,13,0,36,39697,20.333333333333332,1.247219128924647
39714,2014,7,13,17,20,39714,10.666666666666666,1.247219128924647
39717,2014,7,13,20,26,39717,20.333333333333332,0.47140452079103146
39718,2014,7,13,21,35,39718,22.333333333333332,2.6246692913372707
39719,2014,7,13,22,58,39719,27,6.164414002968976
39735,2014,7,14,14,29,39735,20.666666666666668,1.2472191289246468
39736,2014,7,14,15,36,39736,24,3.559026084010437
39739,2014,7,14,18,42,39739,37,1.4142135623730951
39746,2014,7,15,1,60,39746,21.333333333333332,6.342099196813483
39760,2014,7,15,15,55,39760,50.666666666666664,0.9428090415820629
39766,2014,7,15,21,62,39766,51.333333333333336,2.0548046676563247
39767,2014,7,15,22,73,39767,55,5.354126134736337
39770,2014,7,16,1,108,39770,82.33333333333333,8.219218670625304
39776,2014,7,16,7,121,39776,86.66666666666667,2.3570226039551594
39779,2014,7,16,10,148,39779,128,5.0990195135927845
39782,2014,7,16,13,172,39782,155.66666666666666,5.436502143433365
39791,2014,7,16,22,80,39791,63.333333333333336,4.714045207910316
39795,2014,7,17,2,111,39795,73.33333333333333,7.363574011458176
39799,2014,7,17,6,147,39799,122,7.118052168020874
39808,2014,7,17,15,162,39808,130.33333333333334,1.2472191289246477
39814,2014,7,17,21,172,39814,154,4.320493798938574
39815,2014,7,17,22,188,39815,160.66666666666666,8.993825042154697
39817,2014,7,18,0,220,39817,185,9.626352718795768
39831,2014,7,18,14,143,39831,124,2.943920288775949
39841,2014,7,19,0,87,39841,81.66666666666667,1.6996731711975954
39845,2014,7,19,4,77,39845,71.33333333333333,1.6996731711975954
39861,2014,7,19,20,64,39861,48.666666666666664,3.2998316455372225
39875,2014,7,20,10,60,39875,54,1.4142135623730951
39878,2014,7,20,13,67,39878,55.666666666666664,3.2998316455372216
39879,2014,7,20,14,85,39879,58,6.48074069840786
39915,2014,7,22,2,13,39915,7,1.4142135623730951
39926,2014,7,22,13,18,39926,12,0
39941,2014,7,23,4,23,39941,20.333333333333332,0.4714045207910321
39956,2014,7,23,19,42,39956,20.666666666666668,0.47140452079103146
39961,2014,7,24,0,46,39961,42,0.816496580927726
39962,2014,7,24,1,55,39962,43,2.160246899469287
39965,2014,7,24,4,74,39965,52.333333333333336,2.054804667656326
39971,2014,7,24,10,90,39971,77.33333333333333,3.3993463423951913
39972,2014,7,24,11,103,39972,82.66666666666667,5.734883511361749
39983,2014,7,24,22,63,39983,30.666666666666668,4.784233364802441
39984,2014,7,24,23,104,39984,43.666666666666664,13.695092389449425
40002,2014,7,25,17,38,40002,30.333333333333332,1.699673171197595
40003,2014,7,25,18,45,40003,32.333333333333336,4.189935029992177
40005,2014,7,25,20,55,40005,42.333333333333336,3.091206165165234
40010,2014,7,26,1,87,40010,70,1.4142135623730951
40012,2014,7,26,3,116,40012,83.33333333333333,8.178562764256865
40026,2014,7,26,17,76,40026,63.666666666666664,2.357022603955158
40034,2014,7,27,1,68,40034,58.666666666666664,1.2472191289246477
40035,2014,7,27,2,76,40035,61.666666666666664,4.642796092394707
40045,2014,7,27,12,133,40045,110.66666666666667,4.02768199119819
40057,2014,7,28,0,93,40057,85,2.160246899469287
40059,2014,7,28,2,113,40059,90.66666666666667,4.78423336480244
40077,2014,7,28,20,89,40077,79.33333333333333,1.6996731711975934
40081,2014,7,29,0,96,40081,86.66666666666667,2.6246692913372693
40085,2014,7,29,4,114,40085,96.66666666666667,4.78423336480244
40086,2014,7,29,5,135,40086,104.66666666666667,6.64997911442
40088,2014,7,29,7,189,40088,134.66666666666666,16.739839372652963
40109,2014,7,30,4,88,40109,58,7.788880963698615
40110,2014,7,30,5,117,40110,64.33333333333333,16.739839372652963
40123,2014,7,30,18,144,40123,121.33333333333333,7.363574011458176
40125,2014,7,30,20,185,40125,143.66666666666666,11.025223605694155
40135,2014,7,31,6,208,40135,187.66666666666666,3.2998316455372247
40137,2014,7,31,8,250,40137,206.33333333333334,11.085526098877258
40150,2014,7,31,21,167,40150,127.33333333333333,5.557777333511024
40159,2014,8,1,6,146,40159,134.33333333333334,1.6996731711975925
40160,2014,8,1,7,159,40160,138,5.887840577551898
40161,2014,8,1,8,179,40161,147,9.41629792788369
40171,2014,8,1,18,115,40171,99.33333333333333,4.98887651569859
40180,2014,8,2,3,93,40180,80.66666666666667,3.0912061651652327
40197,2014,8,2,20,113,40197,101.66666666666667,1.699673171197596
40201,2014,8,3,0,138,40201,118.33333333333333,2.4944382578492945
40204,2014,8,3,3,184,40204,147.33333333333334,8.219218670625299
40215,2014,8,3,14,95,40215,76.33333333333333,4.02768199119819
40225,2014,8,4,0,74,40225,65.66666666666667,1.8856180831641258
40227,2014,8,4,2,92,40227,73.66666666666667,5.312459150169741
40250,2014,8,5,1,14,40250,4.666666666666667,0.9428090415820632
40256,2014,8,5,7,14,40256,9.333333333333334,1.247219128924647
40259,2014,8,5,10,25,40259,14.666666666666666,0.9428090415820632
40265,2014,8,5,16,32,40265,27,0.816496580927726
40266,2014,8,5,17,51,40266,28.666666666666668,2.494438257849294
40273,2014,8,6,0,32,40273,27,0.816496580927726
40275,2014,8,6,2,48,40275,30.666666666666668,3.3993463423951895
40280,2014,8,6,7,68,40280,61.666666666666664,1.2472191289246473
40291,2014,8,6,18,8,40291,3.6666666666666665,1.247219128924647
40292,2014,8,6,19,15,40292,5.666666666666667,1.699673171197595
40293,2014,8,6,20,25,40293,9,4.546060565661952
40295,2014,8,6,22,46,40295,22.666666666666668,5.557777333511022
40296,2014,8,6,23,71,40296,33,9.273618495495704
40297,2014,8,7,0,125,40297,48.333333333333336,17.632041540584257
40317,2014,8,7,20,64,40317,40.333333333333336,2.8674417556808756
40327,2014,8,8,6,69,40327,46.666666666666664,3.681787005729088
40340,2014,8,8,19,62,40340,45.666666666666664,4.714045207910318
40345,2014,8,9,0,72,40345,59,0.816496580927726
40347,2014,8,9,2,90,40347,67.66666666666667,5.436502143433363
40348,2014,8,9,3,120,40348,77.66666666666667,8.730533902472528
40351,2014,8,9,6,144,40351,125,5.0990195135927845
40370,2014,8,10,1,22,40370,16.666666666666668,1.247219128924647
40374,2014,8,10,5,28,40374,22.333333333333332,1.2472191289246468
40379,2014,8,10,10,39,40379,26.666666666666668,3.091206165165235
40388,2014,8,10,19,43,40388,23.666666666666668,3.299831645537221
40392,2014,8,10,23,78,40392,51.666666666666664,1.8856180831641272
40411,2014,8,11,18,14,40411,9.333333333333334,0.4714045207910318
40412,2014,8,11,19,21,40412,10.666666666666666,2.357022603955159
40415,2014,8,11,22,27,40415,22,0.816496580927726
40416,2014,8,11,23,42,40416,24,2.160246899469287
40429,2014,8,12,12,19,40429,10,1.632993161855452
40431,2014,8,12,14,30,40431,17.333333333333332,3.8586123009300755
40436,2014,8,12,19,40,40436,27.666666666666668,2.867441755680875
40438,2014,8,12,21,64,40438,33.333333333333336,4.784233364802442
40447,2014,8,13,6,38,40447,19.333333333333332,1.247219128924647
40450,2014,8,13,9,53,40450,36.666666666666664,0.9428090415820629
40477,2014,8,14,12,28,40477,26.333333333333332,0.47140452079103146
40478,2014,8,14,13,42,40478,26.666666666666668,0.9428090415820629
40483,2014,8,14,18,35,40483,28,2.160246899469287
